Date,Open,High,Low,Close,Adj Close,Volume
2000-03-07,1391.280029,1399.209961,1349.989990,1355.619995,1355.619995,1314100000
2000-03-08,1355.619995,1373.790039,1346.619995,1366.699951,1366.699951,1203000000
2000-03-09,1366.699951,1401.819946,1357.880005,1401.689941,1401.689941,1123000000
2000-03-10,1401.689941,1413.459961,1392.069946,1395.069946,1395.069946,1138800000
2000-03-13,1395.069946,1398.390015,1364.839966,1383.619995,1383.619995,1016100000
2000-03-14,1383.619995,1395.150024,1359.150024,1359.150024,1359.150024,1094000000
2000-03-15,1359.150024,1397.989990,1356.989990,1392.140015,1392.140015,1302800000
2000-03-16,1392.150024,1458.469971,1392.150024,1458.469971,1458.469971,1482300000
2000-03-17,1458.469971,1477.329956,1453.319946,1464.469971,1464.469971,1295100000
2000-03-20,1464.469971,1470.300049,1448.489990,1456.630005,1456.630005,920800000
2000-03-21,1456.630005,1493.920044,1446.060059,1493.869995,1493.869995,1065900000
2000-03-22,1493.869995,1505.079956,1487.329956,1500.640015,1500.640015,1075000000
2000-03-23,1500.640015,1532.500000,1492.390015,1527.349976,1527.349976,1078300000
2000-03-24,1527.349976,1552.869995,1516.829956,1527.459961,1527.459961,1052200000
2000-03-27,1527.459961,1534.630005,1518.459961,1523.859985,1523.859985,901000000
2000-03-28,1523.859985,1527.359985,1507.089966,1507.729980,1507.729980,959100000
2000-03-29,1507.729980,1521.449951,1497.449951,1508.520020,1508.520020,1061900000
2000-03-30,1508.520020,1517.380005,1474.630005,1487.920044,1487.920044,1193400000
2000-03-31,1487.920044,1519.810059,1484.380005,1498.579956,1498.579956,1227400000
2000-04-03,1498.579956,1507.189941,1486.959961,1505.969971,1505.969971,1021700000
2000-04-04,1505.979980,1526.449951,1416.410034,1494.729980,1494.729980,1515460000
2000-04-05,1494.729980,1506.550049,1478.050049,1487.369995,1487.369995,1110300000
2000-04-06,1487.369995,1511.760010,1487.369995,1501.339966,1501.339966,1008000000
2000-04-07,1501.339966,1518.680054,1501.339966,1516.349976,1516.349976,891600000
2000-04-10,1516.349976,1527.189941,1503.349976,1504.459961,1504.459961,853700000
2000-04-11,1504.459961,1512.800049,1486.780029,1500.589966,1500.589966,971400000
2000-04-12,1500.589966,1509.079956,1466.150024,1467.170044,1467.170044,1175900000
2000-04-13,1467.170044,1477.520020,1439.339966,1440.510010,1440.510010,1032000000
2000-04-14,1440.510010,1440.510010,1339.400024,1356.560059,1356.560059,1279700000
